combo_id,combo_name,avg_daily_sales,predicted_7_day_sales,predicted_7_day_profit,historical_revenue,historical_profit
705e51e1-5cdd-4db2-a3e2-810926d07a41,Duet Idli Box,0.0,0.0,0.0,0.0,0.0
e9a64fa7-79f1-4076-80ee-b61020a7ec15,Family Idli Box,0.0,0.0,0.0,0.0,0.0
9ea0191e-99b0-40e9-9796-6a07884deebd,Solo Idli Box,0.0,0.0,0.0,0.0,0.0
